id,location,sitename,sitenumber,lat,long,habitat,date,time,family,species,weight,tl,sl,sex,w_liv,w_gon,ae1,ae2,key,n,c,p
MOO18F315,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Labridae,Chlorurus spilurus,314.9,24.2,20.1,M,NA,NA,1,1,AE2,1.4724152542,19.8625847458,0.1153060675
MOO18F317,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Labridae,Chlorurus spilurus,293.2,23.7,18.2,M,NA,NA,1,1,AE1,9.7182242991,30.4046620047,0.446331989
MOO18F317,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Labridae,Chlorurus spilurus,293.2,23.7,18.2,M,NA,NA,1,1,AE2,1.4901219512,26.9387804878,0.145040202
MOO18F318,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Chaetodontidae,Chaetodon ornatissimus,80.8,13.4,11,F,NA,NA,1,1,AE1,7.7527710843,37.8301204819,1.1013614821
MOO18F318,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Chaetodontidae,Chaetodon ornatissimus,80.8,13.4,11,F,NA,NA,1,1,AE2,2.696367521,24.0965812,0.5052384625
MOO18F320,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Chaetodontidae,Chaetodon reticulatus,53.6,11.5,9,NA,NA,NA,1,1,AE1,6.9984458078,45.4730470348,0.7682502261
MOO18F320,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Chaetodontidae,Chaetodon reticulatus,53.6,11.5,9,NA,NA,NA,1,1,AE2,4.1436712329,33.0021369863,0.4937533069
MOO18F321,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Chaetodontidae,Chaetodon reticulatus,55.5,12.1,10,NA,NA,NA,1,1,AE1,6.677435897,35.63291977,0.8602063368
MOO18F321,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Chaetodontidae,Chaetodon reticulatus,55.5,12.1,10,NA,NA,NA,1,1,AE2,3.7230727763,31.1993530997,0.7561248233
MOO18F322,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Holocentridae,Sargocentron spiniferum,212,23.1,18.5,M,NA,NA,1,1,AE2,1.02028169,16.06309859,1.1001961733
MOO18F325,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Labridae,Epibulus insidiator,190.1,23.6,18.7,M,NA,NA,1,1,AE1,4.055,26.4061057692,1.7804255427
MOO18F325,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Labridae,Epibulus insidiator,190.1,23.6,18.7,M,NA,NA,1,1,AE2,9.557051282,43.01666667,0.9143869517
MOO18F327,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Balistidae,Melichthys niger,289.6,24,17.2,M,NA,NA,1,1,AE1,2.718245614,26.1992324561,0.7093220498
MOO18F327,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Balistidae,Melichthys niger,289.6,24,17.2,M,NA,NA,1,1,AE2,0.849893162,18.14017094,0.0938384089
MOO18F328,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Cirrhitidae,Paracirrhites hemistictus,165.4,21.2,16.8,M,NA,NA,1,0,AE1,29.5170854271,34.3327586207,0.3667780489
MOO18F332,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Mullidae,Parupeneus multifasciatus,33.6,13.9,10.5,F,NA,NA,1,1,AE1,2.00212987,20.93537662,1.0673563737
MOO18F335,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Lethrinidae,Monotaxis grandoculis,784.1,36.5,28,M,NA,NA,1,1,AE1,2.4050688705,22.7015977961,0.5455495994
MOO18F335,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Lethrinidae,Monotaxis grandoculis,784.1,36.5,28,M,NA,NA,1,1,AE2,3.466753927,25.32670157,0.3488734322
MOO18F336,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Serranidae,Cephalopholis argus,187.3,21,18,F,NA,NA,1,1,AE1,14.3561497326,40.7837433155,2.9493926123
MOO18F338,Moorea,OponohuDaybreakII,S20,-17.48607,-149.85915,Slope,05/07/2018,7.50-8.35,Holocentridae,Sargocentron tiere,144.8,21,17.5,M,NA,NA,0,1,AE2,1.620107239,21.39731903,0.4638029667
MOO18F339,Moorea,OponohuDaybreakII,S20,-17.48607,-149.85915,Slope,05/07/2018,7.50-8.35,Serranidae,Cephalopholis urodeta,87.9,17.6,14.1,M,NA,NA,1,0,AE1,9.7606976744,39.1979651163,5.9133026066
MOO18F342,Moorea,OponohuDaybreakII,S20,-17.48607,-149.85915,Slope,05/07/2018,7.50-8.35,Holocentridae,Sargocentron tiere,76.5,22.5,19.5,F,NA,NA,1,1,AE1,2.8387096774,21.69,0.2527573885
MOO18F342,Moorea,OponohuDaybreakII,S20,-17.48607,-149.85915,Slope,05/07/2018,7.50-8.35,Holocentridae,Sargocentron tiere,76.5,22.5,19.5,F,NA,NA,1,1,AE2,1.9249546828,22.3366767372,0.4560093062
MOO18F344,Moorea,OponohuDaybreakII,S20,-17.48607,-149.85915,Slope,05/07/2018,7.50-8.35,Cirrhitidae,Paracirrhites hemistictus,93.1,17.5,15,F,NA,NA,0,1,AE2,9.2290566038,47.373836478,1.352113195
MOO18F345,Moorea,OponohuDaybreakII,S20,-17.48607,-149.85915,Slope,05/07/2018,7.50-8.35,Serranidae,Cephalopholis argus,211.5,24.4,18.7,F,NA,NA,1,1,AE1,1.8182424242,22.1814545455,0.7231587805
MOO18F345,Moorea,OponohuDaybreakII,S20,-17.48607,-149.85915,Slope,05/07/2018,7.50-8.35,Serranidae,Cephalopholis argus,211.5,24.4,18.7,F,NA,NA,1,1,AE2,1.5349430524,18.5848747153,1.1560268481
MOO18F346,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,05/07/2018,6.30-7.40,Serranidae,Epinephelus merra,115.9,22,18,M,NA,NA,1,0,AE1,5.4703703704,38.724382716,0.8603793219
MOO18F349,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,05/07/2018,6.30-7.40,Aulostomidae,Aulostomus chinensis,198.4,46.4,40.5,M,NA,NA,1,1,AE1,9.4426258993,37.2667041367,1.3524264731
MOO18F349,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,05/07/2018,6.30-7.40,Aulostomidae,Aulostomus chinensis,198.4,46.4,40.5,M,NA,NA,1,1,AE2,10.3422619,46.97261905,0.5075493637
MOO18F353,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,05/07/2018,6.30-7.40,Holocentridae,Sargocentron tiere,133.1,31.2,17.2,M,NA,NA,1,1,AE2,3.084748428,25.62641509,0.5423218089
MOO18F356,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,05/07/2018,6.30-7.40,Holocentridae,Myripristis berndti,106.5,18.7,13.4,F,NA,NA,1,1,AE2,3.0007272727,27.158969697,1.2968087849
MOO18F357,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,05/07/2018,6.30-7.40,Holocentridae,Sargocentron caudimaculatum,113.5,19.2,16.2,F,NA,NA,1,1,AE1,6.8809478673,33.1266824645,0.9876447603
MOO18F357,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,05/07/2018,6.30-7.40,Holocentridae,Sargocentron caudimaculatum,113.5,19.2,16.2,F,NA,NA,1,1,AE2,1.597660819,19.56725146,0.3565993098
MOO18F359,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,05/07/2018,6.30-7.40,Holocentridae,Myripristis berndti,94.7,18,13.9,NA,NA,NA,1,1,AE1,9.4637406484,43.0186284289,1.0678470809
MOO18F360,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,05/07/2018,6.30-7.40,Holocentridae,Sargocentron caudimaculatum,114.8,19,13.9,M,NA,NA,0,1,AE2,2.7279661017,25.0416949153,0.4036234318
MOO18F361,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,05/07/2018,6.30-7.40,Holocentridae,Sargocentron caudimaculatum,48.5,14.2,12,NA,NA,NA,0,1,AE2,2.491550926,22.81018519,0.2861120964
MOO18F366,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,08/07/2018,10.35-12.20,Balistidae,Sufflamen bursa,60.8,13.8,11.8,F,NA,NA,1,1,AE1,1.7834527687,21.7464495114,0.4454270366
MOO18F366,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,08/07/2018,10.35-12.20,Balistidae,Sufflamen bursa,60.8,13.8,11.8,F,NA,NA,1,1,AE2,1.512688442,17.77286432,0.1702736559
MOO18F367,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,08/07/2018,10.35-12.20,Serranidae,Cephalopholis urodeta,130.1,17.8,15.5,F,NA,NA,1,1,AE1,11.5298245614,40.9215288221,2.9844798057
MOO18F368,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,08/07/2018,10.35-12.20,Balistidae,Melichthys niger,165.7,26.4,18.5,F,NA,NA,1,0,AE1,5.7990857143,33.0023428571,1.2380951628
MOO18F370,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,08/07/2018,10.35-12.20,Chaetodontidae,Chaetodon auriga,62.5,18,15,F,NA,NA,1,0,AE1,2.6347643979,41.7621989529,0.4271710755
MOO18F372,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,08/07/2018,10.35-12.20,Chaetodontidae,Chaetodon reticulatus,45,12,9.5,M,NA,NA,1,1,AE2,4.151681957,30.94923547,0.4521614712
MOO18F377,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,08/07/2018,10.35-12.20,Chaetodontidae,Chaetodon reticulatus,61.5,12.5,9.5,F,NA,NA,0,1,AE2,3.8433687,28.85517241,0.8202899485
MOO18F379,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,08/07/2018,10.35-12.20,Acanthuridae,Acanthurus nigricans,137.4,16.9,12.6,F,NA,NA,1,1,AE1,3.2771597633,30.7211439842,0.2778184492
MOO18F379,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,08/07/2018,10.35-12.20,Acanthuridae,Acanthurus nigricans,137.4,16.9,12.6,F,NA,NA,1,1,AE2,2.107593123,23.61604585,0.3153919541
MOO18F384,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Acanthuridae,Ctenochaetus striatus,114.5,19.6,13.2,NA,NA,NA,1,1,AE1,0.1093913043,13.5883478261,0.032748072
MOO18F384,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Acanthuridae,Ctenochaetus striatus,114.5,19.6,13.2,NA,NA,NA,1,1,AE2,1.163049096,18.72661499,0.0971336752
MOO18F385,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Acanthuridae,Zebrasoma scopas,60.7,13.7,9.6,F,NA,NA,1,1,AE1,3.8009039548,39.0490677966,0.2282895177
MOO18F385,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Acanthuridae,Zebrasoma scopas,60.7,13.7,9.6,F,NA,NA,1,1,AE2,2.4314285714,27.1396753247,0.28131988
MOO18F387,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Balistidae,Sufflamen bursa,107.1,16.4,12.5,M,NA,NA,0,1,AE2,4.033279221,29.46363636,0.6307812321
MOO18F388,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Pomacentridae,Stegastes nigricans,54,13,10,F,NA,NA,1,1,AE1,0.9332224532,17.3505197505,0.1938218259
MOO18F388,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Pomacentridae,Stegastes nigricans,54,13,10,F,NA,NA,1,1,AE2,3.855952381,26.08380952,0.4526263041
MOO18F389,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Balistidae,Sufflamen bursa,110.2,16.9,13.2,M,NA,NA,1,1,AE1,2.247628866,26.3290463918,0.7986291599
MOO18F389,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Balistidae,Sufflamen bursa,110.2,16.9,13.2,M,NA,NA,1,1,AE2,4.540142857,29.13142857,0.6123123138
MOO18F390,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Pomacentridae,Stegastes nigricans,52.3,13.5,10.5,M,NA,NA,1,0,AE1,0.8273417722,17.5204556962,0.1696778784
MOO18F391,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Pomacentridae,Abudefduf sexfasciatus,40.8,12.9,9.2,F,NA,NA,0,1,AE2,7.492592593,40.49116809,2.8870139705
MOO18F392,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Pomacentridae,Abudefduf sexfasciatus,59.7,14.9,10.8,M,NA,NA,0,1,AE2,5.3618106996,36.5616460905,0.8220924126
MOO18F393,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Pomacentridae,Abudefduf sexfasciatus,65.5,16.5,12,F,NA,NA,1,0,AE1,5.335828877,39.6662032086,1.6679479089
MOO18F394,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Zanclidae,Zanclus cornutus,100.5,15.5,12.1,F,NA,NA,1,1,AE1,1.9585438972,19.7978372591,0.1461412275
MOO18F394,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Zanclidae,Zanclus cornutus,100.5,15.5,12.1,F,NA,NA,1,1,AE2,4.219272237,28.60053908,0.2948840378
MOO18F395,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Chaetodontidae,Chaetodon vagabundus,75.8,15,13,M,NA,NA,1,1,AE1,7.6979487179,41.1158760684,0.739822523
MOO18F395,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Chaetodontidae,Chaetodon vagabundus,75.8,15,13,M,NA,NA,1,1,AE2,3.6313395639,28.7325233645,NA
MOO18F396,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Zanclidae,Zanclus cornutus,80.5,15.5,12.4,F,NA,NA,1,1,AE1,2.2653776435,20.0649848943,0.1853149725
MOO18F396,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Zanclidae,Zanclus cornutus,80.5,15.5,12.4,F,NA,NA,1,1,AE2,5.892782152,33.37532808,0.4179955787
MOO18F397,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Balistidae,Balistapus undulatus,267.4,21.9,17.1,F,NA,NA,1,1,AE1,3.6357024793,31.4271625344,0.5364544839
MOO18F397,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Balistidae,Balistapus undulatus,267.4,21.9,17.1,F,NA,NA,1,1,AE2,3.5080239521,27.2478443114,0.5370619571
MOO18F399,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Acanthuridae,Acanthurus triostegus,98.1,15.1,11.2,M,NA,NA,1,1,AE1,3.3013333333,34.4096,0.3021155654
MOO18F399,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Acanthuridae,Acanthurus triostegus,98.1,15.1,11.2,M,NA,NA,1,1,AE2,3.162388544,28.30910565,0.1441104085
MOO18F400,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Labridae,Halichoeres trimaculatus,22.3,12,10,NA,NA,NA,1,1,AE1,2.9112250712,23.6529059829,0.2074796292
MOO18F400,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,09/07/2018,10.45-12.20,Labridae,Halichoeres trimaculatus,22.3,12,10,NA,NA,NA,1,1,AE2,0.653293413,17.50778443,0.162202736
MOO18F408,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Labridae,Chlorurus spilurus,133.7,18.7,15.5,F,NA,NA,0,1,AE2,2.023297872,20.50042553,0.3049933357
MOO18F411,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Labridae,Cheilinus chlorourus,169.3,20.7,16.1,F,NA,NA,1,1,AE1,1.0679012346,18.8408641975,0.1974253906
MOO18F411,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Labridae,Cheilinus chlorourus,169.3,20.7,16.1,F,NA,NA,1,1,AE2,3.3996526055,26.6569727047,0.617982692
MOO18F412,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Pomacanthidae,Centropyge flavissima,26.8,10.1,8.4,F,NA,NA,1,1,AE1,4.8924050633,34.9801898734,0.7704687073
MOO18F412,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Pomacanthidae,Centropyge flavissima,26.8,10.1,8.4,F,NA,NA,1,1,AE2,4.463125,29.998,0.2783742597
MOO18F413,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Chaetodontidae,Chaetodon vagabundus,74.3,15,12,F,NA,NA,1,1,AE1,6.6225108225,39.5770995671,0.7253495195
MOO18F415,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Holocentridae,Neoniphon sammara,123.2,22,19,M,NA,NA,0,1,AE2,0.914498645,17.16205962,0.2428281672
MOO18F416,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Acanthuridae,Acanthurus triostegus,121.2,16.6,13.1,M,NA,NA,1,1,AE2,6.040373563,37.73103448,0.591273101
MOO18F421,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Chaetodontidae,Chaetodon vagabundus,67.9,15.1,12.2,NA,NA,NA,1,1,AE1,7.4966666667,42.80575,1.0006863346
MOO18F421,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Chaetodontidae,Chaetodon vagabundus,67.9,15.1,12.2,NA,NA,NA,1,1,AE2,4.137755102,28.7027346939,0.7835688435
MOO18F422,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Holocentridae,Myripristis berndti,114.8,19,14.5,M,NA,NA,1,1,AE1,10.0763870968,43.3739354839,3.2964333724
MOO18F422,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Holocentridae,Myripristis berndti,114.8,19,14.5,M,NA,NA,1,1,AE2,4.6029154519,32.2993586006,2.0461183703
MOO18F424,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,10/07/2018,10.50-12.10,Holocentridae,Neoniphon sammara,86.5,18.5,14.2,F,NA,NA,0,1,AE2,1.895955056,19.11011236,2.0462826098
MOO18F425,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Serranidae,Epinephelus merra,166.3,23,20,M,NA,NA,1,1,AE1,7.2855172414,36.0993914807,1.020792225
MOO18F425,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Serranidae,Epinephelus merra,166.3,23,20,M,NA,NA,1,1,AE2,0.566520468,16.32280702,0.153623946
MOO18F426,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Balistidae,Balistapus undulatus,333.5,24.2,19.1,M,NA,NA,1,1,AE1,0.8339344262,16.5456352459,0.2003403146
MOO18F426,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Balistidae,Balistapus undulatus,333.5,24.2,19.1,M,NA,NA,1,1,AE2,1.467075665,20.54314928,0.2176698065
MOO18F429,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Balistidae,Sufflamen bursa,102.9,17.4,13.2,M,NA,NA,0,1,AE2,1.913765823,21.60886076,0.552269316
MOO18F431,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Serranidae,Epinephelus merra,148.2,23,18.5,NA,NA,NA,0,1,AE2,1.182012195,18.75487805,0.1317018912
MOO18F432,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Balistidae,Sufflamen bursa,117,18.2,14.1,M,NA,NA,1,1,AE1,1.6461111111,19.545462963,0.4558865998
MOO18F432,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Balistidae,Sufflamen bursa,117,18.2,14.1,M,NA,NA,1,1,AE2,2.565645514,24.1916849,0.4516817427
MOO18F439,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Mullidae,Parupeneus multifasciatus,102.6,20,16,F,NA,NA,1,1,AE1,6.9325405405,30.2178108108,1.2119977357
MOO18F439,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Mullidae,Parupeneus multifasciatus,102.6,20,16,F,NA,NA,1,1,AE2,6.8648124393,33.6611597258,1.1109125263
MOO18F442,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Chaetodontidae,Chaetodon vagabundus,63.6,12.5,10.2,F,NA,NA,1,1,AE1,6.7809615385,40.1816105769,0.5620084683
MOO18F442,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Chaetodontidae,Chaetodon vagabundus,63.6,12.5,10.2,F,NA,NA,1,1,AE2,6.602875,36.717,0.4335239414
MOO18F444,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Labridae,Cheilinus chlorourus,70.3,16.5,12.2,F,NA,NA,1,1,AE1,2.7982369146,19.9356198347,0.1626454231
MOO18F444,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Labridae,Cheilinus chlorourus,70.3,16.5,12.2,F,NA,NA,1,1,AE2,3.018649194,23.88548387,0.1926023806
MOO18F446,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Serranidae,Epinephelus merra,121.5,21,17.5,F,NA,NA,1,1,AE1,13.0344533333,39.8711733333,1.2530942688
MOO18F446,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,11/07/2018,10.10-12.00,Serranidae,Epinephelus merra,121.5,21,17.5,F,NA,NA,1,1,AE2,1.480653266,18.47236181,1.4190777492
MOO18F447,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Chaetodontidae,Chaetodon vagabundus,69.2,13.6,11.7,NA,NA,NA,1,1,AE1,7.1164021164,44.7511375661,0.9436950178
MOO18F447,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Chaetodontidae,Chaetodon vagabundus,69.2,13.6,11.7,NA,NA,NA,1,1,AE2,6.341558442,41.40363636,1.2335174872
MOO18F448,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Pomacentridae,Stegastes nigricans,49.5,12,9.5,F,NA,NA,1,1,AE1,2.0007185629,20.1036227545,0.2114631226
MOO18F448,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Pomacentridae,Stegastes nigricans,49.5,12,9.5,F,NA,NA,1,1,AE2,1.1971276596,19.2561170213,0.1786964566
MOO18F449,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Acanthuridae,Acanthurus triostegus,89.5,15.1,11.5,F,NA,NA,1,1,AE1,2.9881481481,31.0169547325,0.2834467935
MOO18F449,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Acanthuridae,Acanthurus triostegus,89.5,15.1,11.5,F,NA,NA,1,1,AE2,2.62838785,27.37943925,0.2332956826
MOO18F450,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Acanthuridae,Acanthurus triostegus,80.8,14.8,11.3,F,NA,NA,1,1,AE1,4.1171072319,33.7495012469,0.3428954237
MOO18F450,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Acanthuridae,Acanthurus triostegus,80.8,14.8,11.3,F,NA,NA,1,1,AE2,7.512464986,41.58431373,0.4581394841
MOO18F451,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Holocentridae,Neoniphon sammara,109.8,22.2,18.7,F,NA,NA,0,1,AE2,0.971954023,29.10528736,0.5014376464
MOO18F452,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Pomacentridae,Stegastes nigricans,63.3,13.5,10.5,F,NA,NA,1,1,AE1,1.0056179775,18.2996067416,0.1724814244
MOO18F452,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Pomacentridae,Stegastes nigricans,63.3,13.5,10.5,F,NA,NA,1,1,AE2,2.01702454,21.53128834,0.1341675138
MOO18F453,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Balistidae,Balistapus undulatus,179.8,18.7,14.5,F,NA,NA,1,0,AE1,0.3445792564,14.5471037182,0.0723929187
MOO18F456,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Serranidae,Epinephelus merra,128.2,22,19,F,NA,NA,1,1,AE1,3.8114285714,23.4635403727,2.2444998292
MOO18F456,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Serranidae,Epinephelus merra,128.2,22,19,F,NA,NA,1,1,AE2,0.996084337,18.13614458,0.9290522732
MOO18F460,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Serranidae,Epinephelus merra,141.4,23,20.2,F,NA,NA,0,1,AE2,0.733870968,16.46048387,0.4799248837
MOO18F461,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Chaetodontidae,Chaetodon auriga,71.5,14.5,12.4,F,NA,NA,1,1,AE1,7.9717154812,44.2813389121,0.6852113548
MOO18F461,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,12/07/2018,10.00-12.00,Chaetodontidae,Chaetodon auriga,71.5,14.5,12.4,F,NA,NA,1,1,AE2,4.284168865,29.62427441,0.5643940287
